AssignedDepotCode,Report Date,ShipDate,PinClientAssigned,Pin,ConsolePin,ShipMethodOriginal,OrderNumber,PieceCount,Weight,OCity,OArea,StatusType,ClearanceStatusType
MEM,3/26/2020,3/26/2020,TWB000001568,TWB000001568,TWB000001568,Package,TWB000001568,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001569,TWB000001569,TWB000001568,Package,TWB000001569,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001570,TWB000001570,TWB000001570,Package,TWB000001570,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001571,TWB000001571,TWB000001571,Package,TWB000001571,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001572,TWB000001572,TWB000001572,Package,TWB000001572,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001573,TWB000001573,TWB000001573,Package,TWB000001573,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001574,TWB000001574,TWB000001574,Package,TWB000001574,0,6.55,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001575,TWB000001575,TWB000001575,Package,TWB000001575,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001576,TWB000001576,TWB000001575,Package,TWB000001576,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001577,TWB000001577,TWB000001575,Package,TWB000001577,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001578,TWB000001578,TWB000001578,Package,TWB000001578,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001579,TWB000001579,TWB000001579,Package,TWB000001579,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001580,TWB000001580,TWB000001580,Package,TWB000001580,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001581,TWB000001581,TWB000001581,Package,TWB000001581,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001582,TWB000001582,TWB000001582,Package,TWB000001582,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001583,TWB000001583,TWB000001583,Package,TWB000001583,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001584,TWB000001584,TWB000001583,Package,TWB000001584,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001585,TWB000001585,TWB000001578,Package,TWB000001585,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001586,TWB000001586,TWB000001578,Package,TWB000001586,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001587,TWB000001587,TWB000001580,Package,TWB000001587,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001588,TWB000001588,TWB000001588,Package,TWB000001588,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001589,TWB000001589,TWB000001583,Package,TWB000001589,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001590,TWB000001590,TWB000001590,Package,TWB000001590,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001591,TWB000001591,TWB000001591,Package,TWB000001591,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001592,TWB000001592,TWB000001591,Package,TWB000001592,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001593,TWB000001593,TWB000001578,Package,TWB000001593,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001594,TWB000001594,TWB000001590,Package,TWB000001594,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001595,TWB000001595,TWB000001595,Package,TWB000001595,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001596,TWB000001596,TWB000001596,Package,TWB000001596,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001597,TWB000001597,TWB000001597,Package,TWB000001597,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001598,TWB000001598,TWB000001579,Package,TWB000001598,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001599,TWB000001599,TWB000001582,Package,TWB000001599,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001600,TWB000001600,TWB000001600,Package,TWB000001600,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001601,TWB000001601,TWB000001583,Package,TWB000001601,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001602,TWB000001602,TWB000001597,Package,TWB000001602,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001603,TWB000001603,TWB000001603,Package,TWB000001603,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001604,TWB000001604,TWB000001604,Package,TWB000001604,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001605,TWB000001605,TWB000001605,Package,TWB000001605,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001606,TWB000001606,TWB000001605,Package,TWB000001606,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001607,TWB000001607,TWB000001607,Package,TWB000001607,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001608,TWB000001608,TWB000001608,Package,TWB000001608,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001609,TWB000001609,TWB000001609,Package,TWB000001609,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001610,TWB000001610,TWB000001610,Package,TWB000001610,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001611,TWB000001611,TWB000001611,Package,TWB000001611,0,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001612,TWB000001612,TWB000001612,Package,TWB000001612,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001613,TWB000001613,TWB000001613,Package,TWB000001613,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001614,TWB000001614,TWB000001614,Package,TWB000001614,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001615,TWB000001615,TWB000001614,Package,TWB000001615,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001616,TWB000001616,TWB000001616,Package,TWB000001616,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001617,TWB000001617,TWB000001617,Package,TWB000001617,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001618,TWB000001618,TWB000001618,Package,TWB000001618,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001619,TWB000001619,TWB000001619,Package,TWB000001619,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001620,TWB000001620,TWB000001614,Package,TWB000001620,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001621,TWB000001621,TWB000001618,Package,TWB000001621,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001622,TWB000001622,TWB000001622,Package,TWB000001622,0,31,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001623,TWB000001623,TWB000001623,Package,TWB000001623,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001624,TWB000001624,TWB000001624,Package,TWB000001624,0,1,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001625,TWB000001625,TWB000001625,Package,TWB000001625,0,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001626,TWB000001626,TWB000001616,Package,TWB000001626,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001627,TWB000001627,TWB000001627,Package,TWB000001627,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001628,TWB000001628,TWB000001627,Package,TWB000001628,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001629,TWB000001629,TWB000001629,Package,TWB000001629,0,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001630,TWB000001630,TWB000001629,Package,TWB000001630,0,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001631,TWB000001631,TWB000001631,Package,TWB000001631,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001632,TWB000001632,TWB000001619,Package,TWB000001632,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001633,TWB000001633,TWB000001629,Package,TWB000001633,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001634,TWB000001634,TWB000001634,Package,TWB000001634,0,6,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001635,TWB000001635,TWB000001629,Package,TWB000001635,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001636,TWB000001636,TWB000001614,Package,TWB000001636,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001637,TWB000001637,TWB000001627,Package,TWB000001637,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001638,TWB000001638,TWB000001616,Package,TWB000001638,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001639,TWB000001639,TWB000001625,Package,TWB000001639,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001640,TWB000001640,TWB000001625,Package,TWB000001640,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001641,TWB000001641,TWB000001625,Package,TWB000001641,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001642,TWB000001642,TWB000001642,Package,TWB000001642,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001643,TWB000001643,TWB000001625,Package,TWB000001643,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001644,TWB000001644,TWB000001625,Package,TWB000001644,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001645,TWB000001645,TWB000001619,Package,TWB000001645,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001646,TWB000001646,TWB000001618,Package,TWB000001646,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001647,TWB000001647,TWB000001617,Package,TWB000001647,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001648,TWB000001648,TWB000001617,Package,TWB000001648,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001649,TWB000001649,TWB000001617,Package,TWB000001649,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001650,TWB000001650,TWB000001650,Package,TWB000001650,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001651,TWB000001651,TWB000001619,Package,TWB000001651,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001652,TWB000001652,TWB000001619,Package,TWB000001652,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001653,TWB000001653,TWB000001653,Package,TWB000001653,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001654,TWB000001654,TWB000001654,Package,TWB000001654,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001655,TWB000001655,TWB000001619,Package,TWB000001655,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001656,TWB000001656,TWB000001642,Package,TWB000001656,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001657,TWB000001657,TWB000001657,Package,TWB000001657,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001658,TWB000001658,TWB000001658,Package,TWB000001658,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001659,TWB000001659,TWB000001659,Package,TWB000001659,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001660,TWB000001660,TWB000001659,Package,TWB000001660,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001661,TWB000001661,TWB000001661,Package,TWB000001661,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001662,TWB000001662,TWB000001661,Package,TWB000001662,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001663,TWB000001663,TWB000001661,Package,TWB000001663,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001664,TWB000001664,TWB000001664,Package,TWB000001664,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001665,TWB000001665,TWB000001665,Package,TWB000001665,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001666,TWB000001666,TWB000001666,Package,TWB000001666,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001667,TWB000001667,TWB000001666,Package,TWB000001667,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001668,TWB000001668,TWB000001668,Package,TWB000001668,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001669,TWB000001669,TWB000001669,Package,TWB000001669,0,6.55,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001670,TWB000001670,TWB000001670,Package,TWB000001670,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001671,TWB000001671,TWB000001671,Package,TWB000001671,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001672,TWB000001672,TWB000001671,Package,TWB000001672,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001673,TWB000001673,TWB000001673,Package,TWB000001673,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001674,TWB000001674,TWB000001674,Package,TWB000001674,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001675,TWB000001675,TWB000001674,Package,TWB000001675,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001676,TWB000001676,TWB000001673,Package,TWB000001676,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/27/2020,TWB000001677,TWB000001677,TWB000001673,Package,TWB000001677,0,5,Desoto,TX,Shipment Data Received,0
ORD,3/26/2020,3/24/2020,00100406880050536288,8319318179,8319318179,Pallet,0034342385,1,494.13,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050542524,8320247300,8319318187,Pallet,0034342390,3,97.84,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050542043,8320247292,8319318187,Pallet,0034342390,3,97.83,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050557313,8319318187,8319318187,Pallet,0034342390,3,97.83,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050542234,8319318195,8319318195,Pallet,0034344830,1,155.06,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/20/2020,TVF000000003,TVF000000003,TVF000000003,Package,0034353487,1,40.25,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050556842,8319318211,8319318211,Pallet,0034357485,1,284.65,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050540339,8319318229,8319318229,Pallet,0034357494,1,83.36,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050562355,8320247409,8319318310,Pallet,0034357501,2,253.9,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050559485,8319318310,8319318310,Pallet,0034357501,2,253.9,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004453,TVB000004453,TVB000004453,Package,0034357517,1,0.21,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004351,TVB000004351,TVB000004351,Package,0034357518,1,3.05,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050534451,8320247284,8319318245,Pallet,0034361939,6,205.52,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050551779,8320247276,8319318245,Pallet,0034361939,6,205.52,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050540971,8320247268,8319318245,Pallet,0034361939,6,205.52,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050542074,8320247250,8319318245,Pallet,0034361939,6,205.52,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050543385,8320247243,8319318245,Pallet,0034361939,6,205.52,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050551311,8319318245,8319318245,Pallet,0034361939,6,205.52,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050540919,8319318252,8319318252,Pallet,0034367378,1,152.99,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050567268,8320247490,8319318328,Pallet,0034367381,8,422.18,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050562386,8320247482,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050559966,8320247474,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050566490,8320247466,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050566070,8320247458,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050566087,8320247441,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050566100,8320247433,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050586054,8319318328,8319318328,Pallet,0034367381,8,422.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050561099,8320247425,8319318336,Pallet,0034367383,3,221.39,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050560870,8320247417,8319318336,Pallet,0034367383,3,221.38,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,00100406880050558884,8319318336,8319318336,Pallet,0034367383,3,221.38,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004315,TVB000004315,TVB000004315,Package,0034367386,1,2.05,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004428,TVB000004428,TVB000004428,Package,0034367396,2,0.8,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004423,TVB000004423,TVB000004423,Package,0034367396,2,9.33,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/20/2020,TVF000000002,TVF000000002,TVF000000001,Package,0034369876,2,21.95,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/20/2020,TVF000000001,TVF000000001,TVF000000001,Package,0034369876,2,9.7,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004342,TVB000004342,TVB000004342,Package,0034376383,1,3.75,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050556583,8320247326,8319318260,Pallet,0034376385,3,323.4,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050557368,8320247318,8319318260,Pallet,0034376385,3,323.4,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050552394,8319318260,8319318260,Pallet,0034376385,3,323.4,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004336,TVB000004336,TVB000004336,Package,0034376388,1,7.3,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050550581,8319318278,8319318278,Pallet,0034376397,1,168.95,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004409,TVB000004409,TVB000004409,Package,0034376398,1,12.56,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004413,TVB000004413,TVB000004413,Package,0034376399,1,5.53,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050538626,8319318286,8319318286,Pallet,0034376503,1,380.07,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050540865,8320247383,8319318294,Pallet,0034385026,7,282.38,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050538367,8320247375,8319318294,Pallet,0034385026,7,282.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050540841,8320247367,8319318294,Pallet,0034385026,7,282.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050537551,8320247359,8319318294,Pallet,0034385026,7,282.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050542869,8320247342,8319318294,Pallet,0034385026,7,282.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050540070,8320247334,8319318294,Pallet,0034385026,7,282.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,00100406880050533591,8319318294,8319318294,Pallet,0034385026,7,282.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004389,TVB000004389,TVB000004389,Package,0034385126,1,0.6,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004271,TVB000004271,TVB000004271,Package,0034388822,1,0.3,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004268,TVB000004268,TVB000004268,Package,0034388827,1,0.3,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004270,TVB000004270,TVB000004270,Package,0034388828,2,0.33,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/23/2020,TVB000004206,TVB000004206,TVB000004203,Package,0034388828,2,1.77,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004273,TVB000004273,TVB000004273,Package,0034389038,1,0.3,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004269,TVB000004269,TVB000004269,Package,0034389189,1,0.72,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004272,TVB000004272,TVB000004272,Package,0034389190,1,0.72,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004309,TVB000004309,TVB000004309,Package,0034389419,1,0.38,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004276,TVB000004276,TVB000004276,Package,0034389681,1,0.28,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004275,TVB000004275,TVB000004239,Package,0034389962,1,0.19,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004354,TVB000004354,TVB000004354,Package,0034390208,1,4.22,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004280,TVB000004280,TVB000004280,Package,0034390707,1,0.13,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004279,TVB000004279,TVB000004279,Package,0034390739,1,0.35,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004337,TVB000004337,TVB000004337,Package,0034393266,1,1.46,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004483,TVB000004483,TVB000004482,Package,0034393267,2,9.13,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004482,TVB000004482,TVB000004482,Package,0034393267,2,9.13,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004381,TVB000004381,TVB000004361,Package,0034393272,1,4.6,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004433,TVB000004433,TVB000004433,Package,0034396122,1,2.1,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004277,TVB000004277,TVB000004277,Package,0034396264,1,0.72,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004308,TVB000004308,TVB000004307,Package,0034399945,6,23.87,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004307,TVB000004307,TVB000004307,Package,0034399945,6,36.61,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004303,TVB000004303,TVB000004290,Package,0034399945,6,37.42,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004302,TVB000004302,TVB000004290,Package,0034399945,6,4.74,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004297,TVB000004297,TVB000004290,Package,0034399945,6,6.16,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/24/2020,TVB000004290,TVB000004290,TVB000004290,Package,0034399945,6,19,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004353,TVB000004353,TVB000004353,Package,0034399963,1,0.25,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004345,TVB000004345,TVB000004345,Package,0034399964,1,2.04,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004313,TVB000004313,TVB000004313,Package,0034399965,1,2.55,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004339,TVB000004339,TVB000004339,Package,0034400020,1,2.2,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004455,TVB000004455,TVB000004455,Package,0034400021,1,0.19,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004386,TVB000004386,TVB000004386,Package,0034400022,1,0.33,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004462,TVB000004462,TVB000004462,Package,0034400050,1,0.43,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004318,TVB000004318,TVB000004318,Package,0034400051,1,1.03,Kohler,WI,Dispatched,1
ORD,3/26/2020,3/25/2020,TVB000004331,TVB000004331,TVB000004331,Package,0034400052,1,1.38,Kohler,WI,Dispatched,1
